Entity,Code,Day,people_fully_vaccinated_per_hundred
New York State,,2021-03-29,15.79
New York State,,2021-03-30,16.24
New York State,,2021-03-31,16.89
New York State,,2021-04-01,17.28
New York State,,2021-04-02,19.09
New York State,,2021-04-03,20.06
New York State,,2021-04-04,20.69
New York State,,2021-04-05,21.03
New York State,,2021-04-06,21.34
New York State,,2021-04-07,22.06
New York State,,2021-04-08,22.64
New York State,,2021-04-09,23.34
New York State,,2021-04-10,24.14
North Carolina,,2021-01-12,0.18
North Carolina,,2021-01-13,0.34
North Carolina,,2021-01-15,0.41
North Carolina,,2021-01-19,0.51
North Carolina,,2021-01-20,0.56
North Carolina,,2021-01-21,0.64
North Carolina,,2021-01-22,0.71
North Carolina,,2021-01-23,0.76
North Carolina,,2021-01-24,0.8
North Carolina,,2021-01-25,0.82
North Carolina,,2021-01-26,0.83
North Carolina,,2021-01-27,0.84
North Carolina,,2021-01-28,1.15
North Carolina,,2021-01-29,1.15
North Carolina,,2021-01-30,1.29
North Carolina,,2021-01-31,1.43
North Carolina,,2021-02-01,1.49
North Carolina,,2021-02-02,1.49
North Carolina,,2021-02-03,1.62
North Carolina,,2021-02-04,1.78
North Carolina,,2021-02-05,1.97
North Carolina,,2021-02-06,2.2
North Carolina,,2021-02-07,2.5
North Carolina,,2021-02-08,2.61
North Carolina,,2021-02-09,2.67
North Carolina,,2021-02-10,2.87
North Carolina,,2021-02-11,3.15
North Carolina,,2021-02-12,3.53
North Carolina,,2021-02-13,3.88
North Carolina,,2021-02-14,4.28
North Carolina,,2021-02-16,4.61
North Carolina,,2021-02-17,4.85
North Carolina,,2021-02-18,5.16
North Carolina,,2021-02-19,5.88
North Carolina,,2021-02-20,6.22
North Carolina,,2021-02-21,6.59
North Carolina,,2021-02-22,6.73
North Carolina,,2021-02-23,6.82
North Carolina,,2021-02-24,7.09
North Carolina,,2021-02-25,7.36
North Carolina,,2021-02-26,7.64
North Carolina,,2021-02-27,7.91
North Carolina,,2021-02-28,8.19
North Carolina,,2021-03-01,8.35
North Carolina,,2021-03-02,8.41
North Carolina,,2021-03-03,8.62
North Carolina,,2021-03-04,8.87
North Carolina,,2021-03-05,8.93
North Carolina,,2021-03-06,9.19
North Carolina,,2021-03-07,9.41
North Carolina,,2021-03-08,9.61
North Carolina,,2021-03-09,9.69
North Carolina,,2021-03-10,9.92
North Carolina,,2021-03-11,10.22
North Carolina,,2021-03-12,10.77
North Carolina,,2021-03-13,11.5
North Carolina,,2021-03-14,11.63
North Carolina,,2021-03-15,11.95
North Carolina,,2021-03-16,12.3
North Carolina,,2021-03-17,12.6
North Carolina,,2021-03-18,12.91
North Carolina,,2021-03-19,13.19
North Carolina,,2021-03-20,13.39
North Carolina,,2021-03-21,13.69
North Carolina,,2021-03-22,13.92
North Carolina,,2021-03-23,14.01
North Carolina,,2021-03-24,14.21
North Carolina,,2021-03-25,14.44
North Carolina,,2021-03-26,14.86
North Carolina,,2021-03-27,15.29
North Carolina,,2021-03-28,15.76
North Carolina,,2021-03-29,16.01
North Carolina,,2021-03-30,16.06
North Carolina,,2021-03-31,16.44
North Carolina,,2021-04-01,16.86
North Carolina,,2021-04-02,17.21
North Carolina,,2021-04-03,17.82
North Carolina,,2021-04-04,18.02
North Carolina,,2021-04-05,18.2
North Carolina,,2021-04-06,18.25
North Carolina,,2021-04-07,18.64
North Carolina,,2021-04-08,19.23
North Carolina,,2021-04-09,19.9
North Carolina,,2021-04-10,20.64
North Dakota,,2021-01-12,0.76
North Dakota,,2021-01-13,0.84
North Dakota,,2021-01-15,0.99
North Dakota,,2021-01-19,1.13
North Dakota,,2021-01-20,1.17
North Dakota,,2021-01-21,1.3
North Dakota,,2021-01-22,1.63
North Dakota,,2021-01-23,1.89
North Dakota,,2021-01-24,2.05
North Dakota,,2021-01-25,2.06
North Dakota,,2021-01-26,2.07
North Dakota,,2021-01-27,2.22
North Dakota,,2021-01-28,2.39
North Dakota,,2021-01-29,2.72
North Dakota,,2021-01-30,3.01
North Dakota,,2021-01-31,3.33
North Dakota,,2021-02-01,3.43
North Dakota,,2021-02-02,3.48
North Dakota,,2021-02-03,3.6
North Dakota,,2021-02-04,3.79
North Dakota,,2021-02-05,4.05
North Dakota,,2021-02-06,4.61
North Dakota,,2021-02-07,4.94
North Dakota,,2021-02-08,5.04
North Dakota,,2021-02-09,5.04
North Dakota,,2021-02-10,5.14
North Dakota,,2021-02-11,5.34
North Dakota,,2021-02-12,5.68
North Dakota,,2021-02-13,5.97
North Dakota,,2021-02-14,6.24
North Dakota,,2021-02-16,6.46
North Dakota,,2021-02-17,6.51
North Dakota,,2021-02-18,6.62
North Dakota,,2021-02-19,7.62
North Dakota,,2021-02-20,8.09
North Dakota,,2021-02-21,8.57
North Dakota,,2021-02-22,8.34
North Dakota,,2021-02-23,8.36
North Dakota,,2021-02-24,8.5
North Dakota,,2021-02-25,8.71
North Dakota,,2021-02-26,9.14
North Dakota,,2021-02-27,9.76
North Dakota,,2021-02-28,10.23
North Dakota,,2021-03-01,10.43
North Dakota,,2021-03-02,10.45
North Dakota,,2021-03-03,10.59
North Dakota,,2021-03-04,10.89
North Dakota,,2021-03-05,11.36
North Dakota,,2021-03-06,11.62
North Dakota,,2021-03-07,11.89
North Dakota,,2021-03-08,12
North Dakota,,2021-03-09,12.06
North Dakota,,2021-03-10,12.28
North Dakota,,2021-03-11,12.66
North Dakota,,2021-03-12,13.25
North Dakota,,2021-03-13,14.02
North Dakota,,2021-03-14,14.45
North Dakota,,2021-03-15,14.9
North Dakota,,2021-03-16,14.91
North Dakota,,2021-03-17,15.06
North Dakota,,2021-03-18,15.36
North Dakota,,2021-03-19,15.86
North Dakota,,2021-03-20,16.41
North Dakota,,2021-03-21,16.8
North Dakota,,2021-03-22,16.99
North Dakota,,2021-03-23,17
North Dakota,,2021-03-24,17.11
North Dakota,,2021-03-25,17.41
North Dakota,,2021-03-26,18.22
North Dakota,,2021-03-27,18.99
North Dakota,,2021-03-28,19.64
North Dakota,,2021-03-29,19.94
North Dakota,,2021-03-30,20.19
North Dakota,,2021-03-31,20.28
North Dakota,,2021-04-01,20.61
North Dakota,,2021-04-02,21.61
North Dakota,,2021-04-03,22.59
North Dakota,,2021-04-04,22.9
North Dakota,,2021-04-05,23.02
North Dakota,,2021-04-06,23.17
North Dakota,,2021-04-07,23.47
North Dakota,,2021-04-08,23.99
North Dakota,,2021-04-09,25.02
North Dakota,,2021-04-10,26.02
Northern Mariana Islands,MNP,2021-01-12,0.58
Northern Mariana Islands,MNP,2021-01-13,1.24
Northern Mariana Islands,MNP,2021-01-15,2.01
Northern Mariana Islands,MNP,2021-01-19,3.37
Northern Mariana Islands,MNP,2021-01-20,3.9
Northern Mariana Islands,MNP,2021-01-21,4.75
Northern Mariana Islands,MNP,2021-01-22,5.3
Northern Mariana Islands,MNP,2021-01-23,5.3
Northern Mariana Islands,MNP,2021-01-24,5.3
Northern Mariana Islands,MNP,2021-01-25,5.3
Northern Mariana Islands,MNP,2021-01-26,5.37
Northern Mariana Islands,MNP,2021-01-27,5.37
Northern Mariana Islands,MNP,2021-01-28,5.38
Northern Mariana Islands,MNP,2021-01-29,5.38
Northern Mariana Islands,MNP,2021-01-30,5.38
Northern Mariana Islands,MNP,2021-01-31,5.54
Northern Mariana Islands,MNP,2021-02-01,5.71
Northern Mariana Islands,MNP,2021-02-02,5.87
Northern Mariana Islands,MNP,2021-02-03,5.94
Northern Mariana Islands,MNP,2021-02-04,5.98
Northern Mariana Islands,MNP,2021-02-05,6.49
Northern Mariana Islands,MNP,2021-02-06,6.89
Northern Mariana Islands,MNP,2021-02-07,7.09
Northern Mariana Islands,MNP,2021-02-08,7.12
Northern Mariana Islands,MNP,2021-02-09,7.44
Northern Mariana Islands,MNP,2021-02-10,7.64
Northern Mariana Islands,MNP,2021-02-11,7.69
Northern Mariana Islands,MNP,2021-02-12,7.85
Northern Mariana Islands,MNP,2021-02-13,8.42
Northern Mariana Islands,MNP,2021-02-14,9.04
Northern Mariana Islands,MNP,2021-02-16,9.61
Northern Mariana Islands,MNP,2021-02-17,10
Northern Mariana Islands,MNP,2021-02-18,10.4
Northern Mariana Islands,MNP,2021-02-19,10.91
Northern Mariana Islands,MNP,2021-02-20,10.91
Northern Mariana Islands,MNP,2021-02-21,11.14
Northern Mariana Islands,MNP,2021-02-22,11.44
Northern Mariana Islands,MNP,2021-02-23,11.74
Northern Mariana Islands,MNP,2021-02-24,12.43
Northern Mariana Islands,MNP,2021-02-25,12.89
Northern Mariana Islands,MNP,2021-02-26,13.04
Northern Mariana Islands,MNP,2021-02-27,13.28
Northern Mariana Islands,MNP,2021-02-28,13.43
Northern Mariana Islands,MNP,2021-03-01,13.43
Northern Mariana Islands,MNP,2021-03-02,13.72
Northern Mariana Islands,MNP,2021-03-03,13.99
Northern Mariana Islands,MNP,2021-03-04,14.32
Northern Mariana Islands,MNP,2021-03-05,14.58
Northern Mariana Islands,MNP,2021-03-06,14.7
Northern Mariana Islands,MNP,2021-03-07,14.85
Northern Mariana Islands,MNP,2021-03-08,14.85
Northern Mariana Islands,MNP,2021-03-09,15.18
Northern Mariana Islands,MNP,2021-03-10,15.35
Northern Mariana Islands,MNP,2021-03-11,15.61
Northern Mariana Islands,MNP,2021-03-12,15.82
Northern Mariana Islands,MNP,2021-03-13,16.1
Northern Mariana Islands,MNP,2021-03-14,16.11
Northern Mariana Islands,MNP,2021-03-15,16.11
Northern Mariana Islands,MNP,2021-03-16,16.58
Northern Mariana Islands,MNP,2021-03-17,16.81
Northern Mariana Islands,MNP,2021-03-18,17.04
Northern Mariana Islands,MNP,2021-03-19,17.52
Northern Mariana Islands,MNP,2021-03-20,17.81
Northern Mariana Islands,MNP,2021-03-21,18.25
Northern Mariana Islands,MNP,2021-03-22,18.26
Northern Mariana Islands,MNP,2021-03-23,18.51
Northern Mariana Islands,MNP,2021-03-24,18.86
Northern Mariana Islands,MNP,2021-03-25,19.14
Northern Mariana Islands,MNP,2021-03-26,19.46
Northern Mariana Islands,MNP,2021-03-27,19.89
Northern Mariana Islands,MNP,2021-03-28,20.15
Northern Mariana Islands,MNP,2021-03-29,20.54
Northern Mariana Islands,MNP,2021-03-30,20.76
Northern Mariana Islands,MNP,2021-03-31,21.16
Northern Mariana Islands,MNP,2021-04-01,21.41
Northern Mariana Islands,MNP,2021-04-02,21.41
Northern Mariana Islands,MNP,2021-04-03,21.9
Northern Mariana Islands,MNP,2021-04-04,21.9
Northern Mariana Islands,MNP,2021-04-05,21.9
Northern Mariana Islands,MNP,2021-04-06,22.24
Northern Mariana Islands,MNP,2021-04-07,22.58
Northern Mariana Islands,MNP,2021-04-08,22.96
Northern Mariana Islands,MNP,2021-04-09,23.29
Northern Mariana Islands,MNP,2021-04-10,23.89
Ohio,,2021-01-15,0.12
Ohio,,2021-01-19,0.23
Ohio,,2021-01-20,0.26
Ohio,,2021-01-21,0.26
Ohio,,2021-01-22,0.38
Ohio,,2021-01-23,0.51
Ohio,,2021-01-24,0.61
Ohio,,2021-01-25,0.66
Ohio,,2021-01-26,0.69
Ohio,,2021-01-27,0.76
Ohio,,2021-01-28,0.91
Ohio,,2021-01-29,1.08
Ohio,,2021-01-30,1.29
Ohio,,2021-01-31,1.4
Ohio,,2021-02-01,1.53
Ohio,,2021-02-02,1.62
Ohio,,2021-02-03,1.72
Ohio,,2021-02-04,1.86
Ohio,,2021-02-05,2.05
Ohio,,2021-02-06,2.27
Ohio,,2021-02-07,2.44
Ohio,,2021-02-08,2.62
Ohio,,2021-02-09,2.68
Ohio,,2021-02-10,2.8
Ohio,,2021-02-11,2.99
Ohio,,2021-02-12,3.21
Ohio,,2021-02-13,3.5
Ohio,,2021-02-14,3.83
Ohio,,2021-02-16,4.13
Ohio,,2021-02-17,4.25
Ohio,,2021-02-18,4.4
Ohio,,2021-02-19,4.82
Ohio,,2021-02-20,5.16
Ohio,,2021-02-21,5.56
Ohio,,2021-02-22,5.86
Ohio,,2021-02-23,6.03
Ohio,,2021-02-24,6.32
Ohio,,2021-02-25,6.63
Ohio,,2021-02-26,6.89
Ohio,,2021-02-27,7.25
Ohio,,2021-02-28,7.67
Ohio,,2021-03-01,7.87
Ohio,,2021-03-02,8.11
Ohio,,2021-03-03,8.34
Ohio,,2021-03-04,8.55
Ohio,,2021-03-05,8.74
Ohio,,2021-03-06,9.06
Ohio,,2021-03-07,9.44
Ohio,,2021-03-08,9.85
Ohio,,2021-03-09,10.08
Ohio,,2021-03-10,10.35
Ohio,,2021-03-11,10.63
Ohio,,2021-03-12,11.01
Ohio,,2021-03-13,11.49
Ohio,,2021-03-14,11.87
Ohio,,2021-03-15,12.21
Ohio,,2021-03-16,12.38
Ohio,,2021-03-17,12.62
Ohio,,2021-03-18,12.86
Ohio,,2021-03-19,13.16
Ohio,,2021-03-20,13.49
Ohio,,2021-03-21,13.86
Ohio,,2021-03-22,14.12
Ohio,,2021-03-23,14.26
Ohio,,2021-03-24,14.45
Ohio,,2021-03-25,14.74
Ohio,,2021-03-26,15.16
Ohio,,2021-03-27,15.61
Ohio,,2021-03-28,16.13
Ohio,,2021-03-29,16.42
Ohio,,2021-03-30,16.59
Ohio,,2021-03-31,16.86
Ohio,,2021-04-01,17.21
Ohio,,2021-04-02,17.68
Ohio,,2021-04-03,18.27
Ohio,,2021-04-04,18.78
Ohio,,2021-04-05,19.09
Ohio,,2021-04-06,19.24
Ohio,,2021-04-07,19.54
Ohio,,2021-04-08,20.15
Ohio,,2021-04-09,20.84
Ohio,,2021-04-10,21.6
Oklahoma,,2021-01-12,0.44
Oklahoma,,2021-01-13,0.56
Oklahoma,,2021-01-15,0.73
Oklahoma,,2021-01-19,0.78
Oklahoma,,2021-01-20,0.82
Oklahoma,,2021-01-21,0.88
Oklahoma,,2021-01-22,0.95
Oklahoma,,2021-01-23,0.99
Oklahoma,,2021-01-24,1.04
Oklahoma,,2021-01-25,1.05
Oklahoma,,2021-01-26,1.06
Oklahoma,,2021-01-27,1.18
Oklahoma,,2021-01-28,1.33
Oklahoma,,2021-01-29,1.53
Oklahoma,,2021-01-30,1.73
Oklahoma,,2021-01-31,1.98
Oklahoma,,2021-02-01,2.03
Oklahoma,,2021-02-02,2.03
Oklahoma,,2021-02-03,2.21
Oklahoma,,2021-02-04,2.51
Oklahoma,,2021-02-05,2.89
Oklahoma,,2021-02-06,3.32
Oklahoma,,2021-02-07,3.68
Oklahoma,,2021-02-08,3.82
Oklahoma,,2021-02-09,3.85
Oklahoma,,2021-02-10,4.1
Oklahoma,,2021-02-11,4.36
Oklahoma,,2021-02-12,4.51
Oklahoma,,2021-02-13,4.77
Oklahoma,,2021-02-14,5.08
Oklahoma,,2021-02-16,5.21
Oklahoma,,2021-02-17,5.23
Oklahoma,,2021-02-18,5.29
Oklahoma,,2021-02-19,6.09
Oklahoma,,2021-02-20,6.34
Oklahoma,,2021-02-21,6.93
Oklahoma,,2021-02-22,7.3
Oklahoma,,2021-02-23,7.54
Oklahoma,,2021-02-24,7.82
Oklahoma,,2021-02-25,8.2
Oklahoma,,2021-02-26,8.74
Oklahoma,,2021-02-27,9.29
Oklahoma,,2021-02-28,9.93
Oklahoma,,2021-03-01,10.12
Oklahoma,,2021-03-02,10.15
Oklahoma,,2021-03-03,10.41
Oklahoma,,2021-03-04,10.77
Oklahoma,,2021-03-05,11.01
Oklahoma,,2021-03-06,11.31
Oklahoma,,2021-03-07,11.58
Oklahoma,,2021-03-08,11.76
Oklahoma,,2021-03-09,11.83
Oklahoma,,2021-03-10,12.11
Oklahoma,,2021-03-11,12.29
Oklahoma,,2021-03-12,12.46
Oklahoma,,2021-03-13,12.7
Oklahoma,,2021-03-14,12.96
Oklahoma,,2021-03-15,13.07
Oklahoma,,2021-03-16,13.09
Oklahoma,,2021-03-17,13.49
Oklahoma,,2021-03-18,13.69
Oklahoma,,2021-03-19,13.92
Oklahoma,,2021-03-20,14.17
Oklahoma,,2021-03-21,14.54
Oklahoma,,2021-03-22,14.82
Oklahoma,,2021-03-23,14.91
Oklahoma,,2021-03-24,15.18
Oklahoma,,2021-03-25,15.64
Oklahoma,,2021-03-26,16.04
Oklahoma,,2021-03-27,16.49
Oklahoma,,2021-03-28,17.08
Oklahoma,,2021-03-29,17.32
Oklahoma,,2021-03-30,17.4
Oklahoma,,2021-03-31,17.81
Oklahoma,,2021-04-01,18.47
Oklahoma,,2021-04-02,19.04
Oklahoma,,2021-04-03,19.73
Oklahoma,,2021-04-04,20.26
Oklahoma,,2021-04-05,20.48
Oklahoma,,2021-04-06,20.54
Oklahoma,,2021-04-07,21.09
Oklahoma,,2021-04-08,21.61
Oklahoma,,2021-04-09,22.17
Oklahoma,,2021-04-10,22.8
Oregon,,2021-01-12,0.11
Oregon,,2021-01-13,0.17
Oregon,,2021-01-15,0.3
Oregon,,2021-01-19,0.57
Oregon,,2021-01-20,0.57
Oregon,,2021-01-21,0.57
Oregon,,2021-01-22,0.82
Oregon,,2021-01-23,0.9
Oregon,,2021-01-24,0.96
Oregon,,2021-01-25,1.01
Oregon,,2021-01-26,1.04
Oregon,,2021-01-27,1.14
Oregon,,2021-01-28,1.27
Oregon,,2021-01-29,1.39
Oregon,,2021-01-30,1.57
Oregon,,2021-01-31,1.78
Oregon,,2021-02-01,1.89
Oregon,,2021-02-02,1.99
Oregon,,2021-02-03,2.16
Oregon,,2021-02-04,2.38
Oregon,,2021-02-05,2.54
Oregon,,2021-02-06,2.81
Oregon,,2021-02-07,3.1
Oregon,,2021-02-08,3.31
Oregon,,2021-02-09,3.45
Oregon,,2021-02-10,3.61
Oregon,,2021-02-11,3.61
Oregon,,2021-02-12,3.61
Oregon,,2021-02-13,4.31
Oregon,,2021-02-14,4.58
Oregon,,2021-02-16,4.73
Oregon,,2021-02-17,4.81
Oregon,,2021-02-18,4.98
Oregon,,2021-02-19,5.55
Oregon,,2021-02-20,5.91
Oregon,,2021-02-21,6.3
Oregon,,2021-02-22,6.58
Oregon,,2021-02-23,6.86
Oregon,,2021-02-24,6.87
Oregon,,2021-02-25,7.17
Oregon,,2021-02-26,7.65
Oregon,,2021-02-27,7.95
Oregon,,2021-02-28,8.37
Oregon,,2021-03-01,8.63
Oregon,,2021-03-02,8.77
Oregon,,2021-03-03,8.89
Oregon,,2021-03-04,9.15
Oregon,,2021-03-05,9.43
Oregon,,2021-03-06,9.71
Oregon,,2021-03-07,9.97
Oregon,,2021-03-08,10.24
Oregon,,2021-03-09,10.45
Oregon,,2021-03-10,10.6
Oregon,,2021-03-11,10.62
Oregon,,2021-03-12,10.94
Oregon,,2021-03-13,11.53
Oregon,,2021-03-14,11.81
Oregon,,2021-03-15,12.05
Oregon,,2021-03-16,12.29
Oregon,,2021-03-17,12.33
Oregon,,2021-03-18,12.56
Oregon,,2021-03-19,13.01
Oregon,,2021-03-20,13.42
Oregon,,2021-03-21,13.73
Oregon,,2021-03-22,13.98
Oregon,,2021-03-23,14.24
Oregon,,2021-03-24,14.43
Oregon,,2021-03-25,14.66
Oregon,,2021-03-26,14.92
Oregon,,2021-03-27,15.38
Oregon,,2021-03-28,15.77
Oregon,,2021-03-29,16.11
Oregon,,2021-03-30,16.31
Oregon,,2021-03-31,16.67
Oregon,,2021-04-01,17.09
Oregon,,2021-04-02,17.53
Oregon,,2021-04-03,18.07
Oregon,,2021-04-04,18.56
Oregon,,2021-04-05,18.99
Oregon,,2021-04-06,19.25
Oregon,,2021-04-07,19.57
Oregon,,2021-04-08,20.02
Oregon,,2021-04-09,20.57
Oregon,,2021-04-10,21.28
Pennsylvania,,2021-01-12,0.08
Pennsylvania,,2021-01-13,0.14
Pennsylvania,,2021-01-15,0.52
Pennsylvania,,2021-01-19,0.62
Pennsylvania,,2021-01-20,0.67
Pennsylvania,,2021-01-21,0.75
Pennsylvania,,2021-01-22,0.88
Pennsylvania,,2021-01-23,0.96
Pennsylvania,,2021-01-24,1.03
Pennsylvania,,2021-01-25,1.06
Pennsylvania,,2021-01-26,1.1
Pennsylvania,,2021-01-27,1.22
Pennsylvania,,2021-01-28,1.24
Pennsylvania,,2021-01-29,1.51
Pennsylvania,,2021-01-30,1.64
Pennsylvania,,2021-01-31,1.75
Pennsylvania,,2021-02-01,1.81
Pennsylvania,,2021-02-02,1.85
Pennsylvania,,2021-02-03,1.86
Pennsylvania,,2021-02-04,2.01
Pennsylvania,,2021-02-05,2.15
Pennsylvania,,2021-02-06,2.33
Pennsylvania,,2021-02-07,2.51
Pennsylvania,,2021-02-08,2.57
Pennsylvania,,2021-02-09,2.66
Pennsylvania,,2021-02-10,2.79
Pennsylvania,,2021-02-11,2.92
Pennsylvania,,2021-02-12,3.12
Pennsylvania,,2021-02-13,3.15
Pennsylvania,,2021-02-14,3.54
Pennsylvania,,2021-02-16,3.57
Pennsylvania,,2021-02-17,3.9
Pennsylvania,,2021-02-18,4.05
Pennsylvania,,2021-02-19,4.51
Pennsylvania,,2021-02-20,4.66
Pennsylvania,,2021-02-21,4.94
Pennsylvania,,2021-02-22,5.11
Pennsylvania,,2021-02-23,5.21
Pennsylvania,,2021-02-24,5.39
Pennsylvania,,2021-02-25,5.62
Pennsylvania,,2021-02-26,5.88
Pennsylvania,,2021-02-27,6.25
Pennsylvania,,2021-02-28,6.51
Pennsylvania,,2021-03-01,6.81
Pennsylvania,,2021-03-02,6.94
Pennsylvania,,2021-03-03,7.15
Pennsylvania,,2021-03-04,7.42
Pennsylvania,,2021-03-05,7.72
Pennsylvania,,2021-03-06,8.07
Pennsylvania,,2021-03-07,8.12
Pennsylvania,,2021-03-08,8.15
Pennsylvania,,2021-03-09,8.73
Pennsylvania,,2021-03-10,9.08
Pennsylvania,,2021-03-11,9.4
Pennsylvania,,2021-03-12,9.46
Pennsylvania,,2021-03-13,10.48
Pennsylvania,,2021-03-14,10.77
Pennsylvania,,2021-03-15,11.11
Pennsylvania,,2021-03-16,11.27
Pennsylvania,,2021-03-17,12.02
Pennsylvania,,2021-03-18,12.35
Pennsylvania,,2021-03-19,12.4
Pennsylvania,,2021-03-20,12.47
Pennsylvania,,2021-03-21,12.49
Pennsylvania,,2021-03-22,12.8
Pennsylvania,,2021-03-23,13.92
Pennsylvania,,2021-03-24,14.28
Pennsylvania,,2021-03-25,14.4
Pennsylvania,,2021-03-26,14.83
Pennsylvania,,2021-03-27,15.27
Pennsylvania,,2021-03-28,15.68
Pennsylvania,,2021-03-29,16.06
Pennsylvania,,2021-03-30,16.29
Pennsylvania,,2021-03-31,16.62
Pennsylvania,,2021-04-01,17.17
Pennsylvania,,2021-04-02,17.62
Pennsylvania,,2021-04-03,18.18
Pennsylvania,,2021-04-04,18.59
Pennsylvania,,2021-04-05,18.94
Pennsylvania,,2021-04-06,19.13
Pennsylvania,,2021-04-07,19.23
Pennsylvania,,2021-04-08,19.37
Pennsylvania,,2021-04-09,19.62
Pennsylvania,,2021-04-10,21.68
Puerto Rico,PRI,2021-01-12,0.24
Puerto Rico,PRI,2021-01-13,0.36
Puerto Rico,PRI,2021-01-15,0.51
Puerto Rico,PRI,2021-01-19,0.67
Puerto Rico,PRI,2021-01-20,0.73
Puerto Rico,PRI,2021-01-21,0.83
Puerto Rico,PRI,2021-01-22,1.01
Puerto Rico,PRI,2021-01-23,1.12
Puerto Rico,PRI,2021-01-24,1.22
Puerto Rico,PRI,2021-01-25,1.23
Puerto Rico,PRI,2021-01-26,1.24
Puerto Rico,PRI,2021-01-27,1.33
Puerto Rico,PRI,2021-01-28,1.41
Puerto Rico,PRI,2021-01-29,1.51
Puerto Rico,PRI,2021-01-30,1.6
Puerto Rico,PRI,2021-01-31,1.7
Puerto Rico,PRI,2021-02-01,1.72
Puerto Rico,PRI,2021-02-02,1.72
Puerto Rico,PRI,2021-02-03,1.85
Puerto Rico,PRI,2021-02-04,1.95
Puerto Rico,PRI,2021-02-05,2.04
Puerto Rico,PRI,2021-02-06,2.17
Puerto Rico,PRI,2021-02-07,2.17
Puerto Rico,PRI,2021-02-08,2.17
Puerto Rico,PRI,2021-02-09,2.37
Puerto Rico,PRI,2021-02-10,2.53
Puerto Rico,PRI,2021-02-11,2.71
Puerto Rico,PRI,2021-02-12,2.71
Puerto Rico,PRI,2021-02-13,3.22
Puerto Rico,PRI,2021-02-14,3.41
Puerto Rico,PRI,2021-02-16,3.48
Puerto Rico,PRI,2021-02-17,3.54
Puerto Rico,PRI,2021-02-18,3.83
Puerto Rico,PRI,2021-02-19,4.36
Puerto Rico,PRI,2021-02-20,4.63
Puerto Rico,PRI,2021-02-21,4.84
Puerto Rico,PRI,2021-02-22,4.84
Puerto Rico,PRI,2021-02-23,4.9
Puerto Rico,PRI,2021-02-24,5.15
Puerto Rico,PRI,2021-02-25,5.39
Puerto Rico,PRI,2021-02-26,5.84
Puerto Rico,PRI,2021-02-27,5.87
Puerto Rico,PRI,2021-02-28,6.09
Puerto Rico,PRI,2021-03-01,6.15
Puerto Rico,PRI,2021-03-02,6.15
Puerto Rico,PRI,2021-03-03,6.35
Puerto Rico,PRI,2021-03-04,6.78
Puerto Rico,PRI,2021-03-05,6.79
Puerto Rico,PRI,2021-03-06,6.99
Puerto Rico,PRI,2021-03-07,7.2
Puerto Rico,PRI,2021-03-08,7.25
Puerto Rico,PRI,2021-03-09,7.27
Puerto Rico,PRI,2021-03-10,7.79
Puerto Rico,PRI,2021-03-11,7.8
Puerto Rico,PRI,2021-03-12,8.12
Puerto Rico,PRI,2021-03-13,8.76
Puerto Rico,PRI,2021-03-14,8.76
Puerto Rico,PRI,2021-03-15,8.77
Puerto Rico,PRI,2021-03-16,8.91
Puerto Rico,PRI,2021-03-17,9.24
Puerto Rico,PRI,2021-03-18,9.52
Puerto Rico,PRI,2021-03-19,9.78
Puerto Rico,PRI,2021-03-20,10
Puerto Rico,PRI,2021-03-21,10.25
Puerto Rico,PRI,2021-03-22,10.39
Puerto Rico,PRI,2021-03-23,10.43
Puerto Rico,PRI,2021-03-24,10.62
Puerto Rico,PRI,2021-03-25,11.01
Puerto Rico,PRI,2021-03-26,11.35
Puerto Rico,PRI,2021-03-27,11.73
Puerto Rico,PRI,2021-03-28,12.11
Puerto Rico,PRI,2021-03-29,12.28
Puerto Rico,PRI,2021-03-30,12.32
Puerto Rico,PRI,2021-03-31,12.67
Puerto Rico,PRI,2021-04-01,13
Puerto Rico,PRI,2021-04-02,13.57
Puerto Rico,PRI,2021-04-03,13.81
Puerto Rico,PRI,2021-04-04,13.86
Puerto Rico,PRI,2021-04-05,13.9
Puerto Rico,PRI,2021-04-06,13.98
Puerto Rico,PRI,2021-04-07,14.32
Puerto Rico,PRI,2021-04-08,14.56
Puerto Rico,PRI,2021-04-09,14.79
Puerto Rico,PRI,2021-04-10,15.33
Republic of Palau,,2021-01-15,0.01
Republic of Palau,,2021-01-19,0.01
Republic of Palau,,2021-01-20,0.01
Republic of Palau,,2021-01-21,0.01
Republic of Palau,,2021-01-22,0.01
Republic of Palau,,2021-01-23,0.01
Republic of Palau,,2021-01-24,0.01
Republic of Palau,,2021-01-25,0.01
Republic of Palau,,2021-01-26,0.01
Republic of Palau,,2021-01-29,0.01
Republic of Palau,,2021-01-30,0.01
Republic of Palau,,2021-01-31,0.01
Republic of Palau,,2021-02-01,0.01
Republic of Palau,,2021-02-02,0.35
Republic of Palau,,2021-02-03,0.66
Republic of Palau,,2021-02-04,0.66
Republic of Palau,,2021-02-05,1.4
Republic of Palau,,2021-02-06,1.4
Republic of Palau,,2021-02-07,2
Republic of Palau,,2021-02-08,2
Republic of Palau,,2021-02-09,2
Republic of Palau,,2021-02-10,2.33
Republic of Palau,,2021-02-11,4.03
Republic of Palau,,2021-02-12,4.26
Republic of Palau,,2021-02-13,6.16
Republic of Palau,,2021-02-14,6.77
Republic of Palau,,2021-02-16,8.75
